38,ARA
8,SEC
33,BEU
19,BEV
64,BOG
39,BOB
37,BRG
51,BIJ
62,CAH
47,CDA
54,COL
3,ELV
41,ELU
49,EPB
48,EVM
55,GRH
63,HOB
9,SET
36,KEC
4,LEW
35,KER
16,MAZ
34,CMU
40,MOF
1,NOV
61,NEM
26,OLC
20,OSF
59,PRT
58,POP
53,POS
56,POM
15,TAR
5,SAI
60,SAL
10,SEM
22,SEQ
21,SES
2,SNV
13,SPL
12,SPU
11,SKV
14,TBA
52,THS
7,TRU
6,TRV
42,WEN
43,YAK
57,OIT
901,MMB
903,MMP
904,MMS
905,MMW
906,MMR
908,MMH
